title,year,director,genres,country,language,rating,votes,url
美丽心境界 Imagine,2012,安杰伊·亚基莫夫斯基,剧情,波兰 / 葡萄牙 / 法国 / 英国,英语 / 德语 / 法语,8.2,669,
黛安娜：七日悲歌 Diana: 7 Days That Shook the Windsors,2017,Ben Ryder,,英国,英语,8.2,518,
飞来的仙鹤,1982,陈家林,剧情 / 儿童,中国大陆,汉语普通话,8.2,623,
大学生轶事,1987,杜民,剧情,中国大陆,汉语普通话,8.2,640,
冷暖人间 Qayamat Se Qayamat Tak,1988,Mansoor Khan,剧情 / 动作 / 爱情 / 歌舞,印度,乌尔都语,8.2,586,
虚饰的盛装 偽れる盛装,1951,吉村公三郎,剧情,日本,日语,8.2,530,
我们大家的河合庄 OVA 僕らはみんな河合荘 初めての,2015,宫繁之,喜剧 / 爱情 / 动画,日本,日语,8.2,567,
那一年我们有约 Peter's Friends,1992,肯尼思·布拉纳,剧情 / 喜剧 / 爱情,英国,英语,8.2,525,
回转企鹅罐 剧场版 后篇 我爱你 RE:cycle of the PENGUINDRUM [後編] 僕は君を愛してる,2022,几原邦彦,动画,日本,日语,8.2,521,
高卢勇士之十二个任务 Les douze travaux d'Astérix,1976,勒内·戈西尼 / Henri Gruel,喜剧 / 动作 / 动画 / 家庭 / 奇幻 / 冒险,法国,法语,8.2,467,
科扎克医生 Korczak,1990,安杰伊·瓦伊达,剧情 / 传记 / 战争,波兰 / 德国 / 英国,波兰语 / 德语,8.2,502,
生存欲望 Surviving Desire,1992,霍尔·哈特利,剧情 / 喜剧 / 爱情,美国,英语,8.2,499,
远离尘嚣 Far From The Madding Crowd,1998,尼古拉斯·雷顿,剧情,英国,英语,8.2,438,
吾爱吾父 Dad,1989,加里·戴维·古德伯格,剧情 / 喜剧,美国,英语,8.2,475,
牙狼：苍哭的魔龙 牙狼〈GARO〉～蒼哭ノ魔竜～,2013,雨宫庆太,奇幻,日本,日语,8.2,480,
无菌罩内的少年 The Boy In The Plastic Bubble,1976,兰德尔·克莱泽,剧情 / 爱情 / 传记,美国,英语,8.2,377,
破晓时分 破曉時分,1968,李翰祥 / 宋存寿,剧情 / 古装,中国台湾,汉语普通话,8.2,408,
樱桃园 The Cherry Orchard,1999,米哈利斯·卡科伊亚尼斯,剧情,希腊 / 法国 / 塞浦路斯,英语 / 法语,8.2,346,
干渴之泉 Родник для жаждущих,1987,尤里·伊利延科,剧情,苏联,俄语,8.2,357,
哆啦A梦生日SP：鲸与梦幻水管岛 ドラえもん誕生日スペシャル「クジラとまぼろしのパイプ島」,2018,大杉宜弘,动画,日本,日语,8.2,386,
德云社甲午岁末封箱专场演出2015,2015,,喜剧 / 戏曲,中国大陆,汉语普通话,8.2,352,
真心实意 दिल से,1998,曼尼·拉特纳姆,剧情 / 爱情 / 惊悚 / 歌舞,印度,印地语 / 泰米尔语 / 泰卢固语 / 阿萨姆语 / 乌尔都语,8.2,398,
无病呻吟 Le Malade Imaginaire,2019,Claude Stratz,,法国,法语,8.2,314,
玉响完结篇第一部：芽 たまゆら 卒業写真 第1部 芽 きざし,2015,佐藤顺一,动画,日本,日语,8.2,291,
铁窗红泪 Caged,1950,约翰·克伦威尔,剧情 / 犯罪 / 黑色电影,美国,英语,8.2,310,
九十大寿或一个人的晚宴 Der 90. Geburtstag oder Dinner for One,1963,Heinz Dunkhase / Franco Marazzi,喜剧,西德 / 瑞士,英语 / 德语,8.2,250,
马修·伯恩《红舞鞋》,2020,马修·伯恩,剧情,英国,英语,8.2,295,
LoveLive！虹咲学园学园偶像同好会 NEXT SKY ラブライブ！虹ヶ咲学園スクールアイドル同好会 NEXT SKY,2023,河村智之,动画,日本,日语,8.2,260,
都是菲德尔的错 La Faute à Fidel!,2006,Julie Gavras,剧情 / 历史,意大利 / 法国,法语,8.2,230,
灯塔 El faro,1998,Eduardo Mignogna,剧情,西班牙 / 阿根廷,西班牙语 / 德语,8.2,214,
装甲骑兵 佩尔森档案 剧场版 装甲騎兵ボトムズ ペールゼン・ファイルズ 劇場版,2009,高桥良辅,动画,日本,日语,8.2,221,
女人的故事,1988,彭小莲,剧情,中国大陆,汉语普通话,8.2,224,
梁山伯与祝英台 梁山伯與祝英臺,1964,严俊,剧情,中国香港,汉语普通话,8.2,176,
唐·乔万尼 Don Giovanni,1979,约瑟夫·罗西,剧情 / 音乐,法国 / 意大利 / 西德,意大利语,8.3,171,
大麻狂热 Reefer Madness: The Movie Musical,2005,Andy Fickman,喜剧 / 歌舞,美国 / 德国 / 加拿大,英语,8.2,179,
光之美少女全明星新舞台版3：永远的朋友 映画 プリキュアオールスターズ New Stage3 永遠のともだち,2014,小川孝治,剧情 / 动画,日本,日语,8.2,181,
我最喜欢的赛文奥特曼 私が愛したウルトラセブン,1993,佐藤幹夫,剧情,日本,日语,8.2,169,
警视厅捜査一课9系 2014夏季SP 警視庁捜査一課9係 season9 スピンオフSP 雨な2人,2014,杉村六郎,,日本,日语,8.2,172,
电影 Smile 光之美少女! 儿童图画书里的世界都不协调！ 映画 スマイルプリキュア！ 絵本の中はみんなチグハグ！,2012,黑田成美,动画,日本,日语,8.2,171,
梦童 Dreamchild,1985,Gavin Millar,剧情 / 喜剧 / 爱情 / 传记 / 奇幻,英国,英语,8.2,133,
玛利亚·玛丽布罕之死 Der Tod der Maria Malibran,1972,沃纳·施罗特,剧情 / 喜剧 / 歌舞 / 奇幻,西德,德语,8.2,100,
海峡两岸 海峽兩岸,1988,虞戡平,剧情,中国台湾,汉语普通话,8.2,121,
瞌睡的唐老鸭 Sleepy Time Donald,1947,杰克·金,动画,美国,英语,8.2,120,
后来发生了战争 Завтра была война,1987,Yuri Kara,剧情 / 战争,苏联,俄语,8.2,118,
约顿娜3 约顿娜的情人节 ヨドンナ3 ヨドンナのバレンタイン,2023,坂本浩一,,日本,日语,8.2,93,
你和我 キミとボク,2011,窪田崇,剧情,日本,日语,8.2,9907,
葛底斯堡 Gettysburg,1993,罗纳德·F·麦克斯维尔,剧情 / 历史 / 战争,美国,英语,8.2,3502,
有时快乐有时悲伤 Kabhi Khushi Kabhie Gham...,2001,卡伦·乔哈尔,喜剧 / 爱情 / 歌舞,印度,北印度语 / 英语 / 乌尔都语,8.2,1593,
圣母街上的大人物 I soliti ignoti,1958,马里奥·莫尼切利,喜剧 / 犯罪,意大利,意大利语,8.2,1578,
小天使 Our Little Girl,1935,约翰·S·罗伯逊,剧情 / 喜剧 / 爱情 / 家庭 / 儿童,美国,英语,8.2,1214,
孤星血泪 Great Expectations,1974,约瑟夫·哈代,剧情,英国 / 美国,英语,8.2,1305,
第71届NHK红白歌会 第71回NHK紅白歌合戦,2020,,音乐 / 歌舞 / 真人秀,日本,日语,8.2,1212,
鎏金的声音 Golden Voices,2019,叶夫根尼·鲁曼,剧情 / 喜剧 / 爱情,以色列,俄语 / 希伯来语,8.2,1276,
关于爱的故事,1998,周晓文,剧情,中国大陆,汉语普通话,8.2,1180,
摇摆吉普赛 Swing,2002,托尼·加列夫,剧情 / 喜剧 / 歌舞,法国 / 日本,法语 / 吉普赛语,8.2,964,
受害者 Victim,1961,巴兹尔·迪尔登,剧情 / 惊悚 / 犯罪,英国,英语 / 拉丁语,8.2,1044,
月球人 Der Mondmann,2012,Stephan Schesch / Sarah Clara Weber,动画,法国 / 德国 / 爱尔兰,德语 / 英语,8.2,1002,
小铃铛（续集）,1986,谢添,儿童,中国大陆,普通话,8.2,901,
维纳斯宾馆 ホテルビーナス,2004,高畑秀太 Hideta Takahata,剧情,日本,韩语,8.2,957,
福地 Ziemia obiecana,1975,安杰伊·瓦伊达,剧情,波兰,波兰语 / 德语 / 意第绪语 / 俄语,8.2,911,
伦尼的故事 Lenny,1974,鲍勃·福斯,剧情 / 传记,美国,英语,8.2,973,
乐队男孩 The Boys in the Band,1970,威廉·弗莱德金,剧情,美国,英语,8.2,1010,
索利诺 Solino,2002,法提赫·阿金,剧情 / 喜剧,德国,德语 / 意大利语,8.2,889,
世界奇妙物语 98春之特别篇 世にも奇妙な物語 98春の特別編,1998,土方政人 / 星护 / 铃木雅之 / 落合正幸 / 杉本达,剧情 / 悬疑 / 惊悚,日本,日语,8.2,748,
"不是我，我发誓！ C'est pas moi, je le jure!",2008,菲利普·法拉多,剧情 / 喜剧 / 家庭,加拿大,法语,8.2,869,
艾玛的幸运 Emmas Glück,2006,斯文·泰迪肯,剧情 / 爱情,德国,德语,8.2,785,
父亲日记 Apa,1966,伊斯特凡·萨博,剧情,匈牙利,匈牙利语,8.2,775,
飞天万能床 Bedknobs and Broomsticks,1971,罗伯特·斯蒂文森,歌舞 / 家庭 / 奇幻 / 冒险,美国,英语 / 德语,8.2,795,
沉睡的人 Un homme qui dort,1974,伯纳德·奎桑,剧情,法国 / 突尼斯,法语,8.2,739,
原谅我，又一次撒了谎,2005,谢鸣晓,爱情,中国大陆,普通话,8.2,758,
天天好天,2011,周青元,剧情 / 家庭,马来西亚,汉语普通话 / 粤语 / 福建语 / 马来语,8.2,758,
鲁邦三世 暮色双子星的秘密 ルパン三世 トワイライトジェミニの秘密,1996,杉井仪三郎 / 日卷裕二 / 大原实,动作 / 动画,日本,日语,8.2,687,
大道 Le grand chemin,1987,让-卢普·于贝尔,剧情,法国,法语,8.2,700,
吉姆·杰弗里斯：一丝不挂 Jim Jefferies: BARE,2014,香农·哈特曼,喜剧 / 脱口秀,美国,英语,8.2,676,
王尔德的莎乐美 Wilde Salome,2011,阿尔·帕西诺,剧情,美国,英语,8.2,615,
真假王子 The Whipping Boy,1995,Sydney Macartney,家庭,法国 / 德国 / 英国,English,8.2,625,
威士忌 Whisky,2004,胡安·帕罗·里贝拉 / 巴勃罗·斯托尔,剧情 / 喜剧,乌拉圭 / 阿根廷 / 德国 / 西班牙,西班牙语 / 葡萄牙语 / 意大利语,8.2,604,
世界奇妙物语  92冬之特别篇 世にも奇妙な物語  92冬の特別編,1992,铃木雅之 / 小野原和宏 / 松田秀知 / 土方政人 / 落合正幸 / 星护,剧情 / 悬疑 / 惊悚,日本,日语,8.2,536,
克鲁克林 Crooklyn,1994,斯派克·李,剧情 / 喜剧,美国,英语,8.2,617,
1984年中央电视台春节联欢晚会,1984,黄一鹤 / 张淑芬,音乐 / 歌舞,中国大陆,汉语普通话,8.2,567,
上帝未死2 God's Not Dead 2,2016,哈洛德·科朗克,剧情,美国,英语,8.2,641,
小戏骨：补锅,2016,高翔 / 曹远志 / 黄闻彧 / 王艳 / 钟克 / 李千芊 / 李桢 / 尹俊欢,喜剧 / 音乐 / 儿童,中国大陆,汉语普通话,8.2,585,
墩子的故事,2005,潘宝昌,剧情 / 爱情 / 家庭,中国大陆,汉语普通话,8.2,535,
永远22！2023bilibili毕业歌会,2023,陆启鸣,音乐 / 歌舞 / 真人秀,中国大陆,汉语普通话,8.2,552,
深夜咖啡屋3：好奇跟踪者 심야카페 시즌3: 산복산복 스토커,2021,郑允秀,剧情 / 爱情,韩国,韩语,8.2,542,
世纪的哭泣 And the Band Played On,1993,罗杰·斯波蒂斯伍德,剧情 / 同性,美国,英语 / 法语 / 丹麦语,8.2,513,
"我不想回家 Adieu, plancher des vaches!",1999,奥塔·伊奥塞里亚尼,剧情 / 喜剧,法国 / 瑞士 / 意大利,法语,8.2,440,
垂死的天鹅 Умирающий лебедь,1917,叶甫盖尼·鲍艾尔,剧情 / 爱情 / 惊悚 / 犯罪,俄罗斯,俄语,8.2,440,
丁丁历险记：金毛号宝藏之迷 Tintin et le mystère de la Toison d'Or,1961,Jean-Jacques Vierne,剧情 / 冒险,法国 / 比利时,土耳其语 / 法语 / 希腊语,8.2,490,
前所未有的表演 And Now for Something Completely Different,1971,Ian MacNaughton,喜剧,英国,英语,8.2,467,
开水要烫，姑娘要壮,2007,胡庶,剧情,中国大陆,苗语,8.2,458,
海豚的故事 Flipper,1996,艾伦·夏皮罗,家庭 / 冒险,美国,英语,8.2,429,
金玫瑰洞2 Fantaghirò 2,1992,兰贝托·巴瓦,爱情 / 奇幻,意大利,意大利语,8.2,443,
大地惊雷 True Grit,1978,理查德·赫夫伦,剧情 / 西部,美国,英语,8.2,446,
剧场版 艾斯奥特曼：大蚁超兽对奥特兄弟 ウルトラマンA 大蟻超獣対ウルトラ兄弟,1989,真船禎,科幻,日本,日语,8.2,432,
小王子 Маленький принц,1994,努纳斯·泽布里乌那斯,家庭 / 奇幻,苏联,立陶宛语,8.2,358,
错位：亚洲跨性别者,2016,韩夏 / Joshua Frank,,中国大陆 / 加拿大,汉语普通话 / 英语 / 粤语,8.1,388,
现视研 2代目 OAD げんしけん 二代目 OAD,2013,水岛努,动画,日本,日语,8.2,373,
摇摆天使 Nordkraft,2005,欧尔·克利斯汀·梅森,剧情 / 爱情 / 犯罪,丹麦,丹麦语,8.2,376,
毕业派对 Fandango,1985,凯文·雷诺兹,喜剧,美国,英语,8.2,399,
布宜诺斯艾利斯1977 Crónica de una fuga,2006,亚德里安·卡泰诺,惊悚 / 犯罪,阿根廷,西班牙语,8.2,391,
绅士大盗,2011,,剧情,中国大陆,汉语普通话,8.2,438,
爱情电影 Szerelmesfilm,1970,伊斯特凡·萨博,剧情,匈牙利,匈牙利语,8.1,337,
浮世酒馆 החיים על פי אגפא,1992,阿西·达扬,剧情,以色列,希伯来语,8.2,420,
前任领袖 Führer Ex,2002,温弗里德·邦登格尔,剧情,德国 / 意大利,德语,8.2,374,
慧星来的那一年 Year of the Comet,1992,彼得·叶茨,喜剧 / 动作 / 爱情 / 冒险,美国,英语,8.2,401,
整人大赏 うわっ!ダマされた大賞,2010,,真人秀,日本,日语,8.2,354,
临终秀 The Living Wake,2007,Sol Tryon,喜剧,美国,英语,8.2,380,
士兵之父 ჯარისკაცის მამა,1965,雷佐·齐克黑泽,剧情 / 战争,苏联,格鲁吉亚语 / 俄语 / 德语,8.2,382,
奥斯卡与玫瑰夫人 Oscar et la dame rose,2009,Eric-Emmanuel Schmitt,剧情,法国 / 比利时 / 加拿大,法语,8.2,357,
落潮 Falling Tide,2016,程宁,动画,美国,英语,8.2,365,
哆啦A梦生日SP：地底100英里的小型大作战 ドラえもん誕生日スペシャル 「地底100マイルちょっとの大作戦」,2014,善聪一郎 / 高桥敦史,科幻 / 动画,日本,日语,8.2,325,
千年蜂皇 Tisícročná včela,1983,朱拉·亚库比斯克,剧情 / 喜剧 / 战争,捷克斯洛伐克 / 西德 / 奥地利,捷克语 / 斯洛伐克语,8.2,287,
柔嫩的脸颊 柔らかな頬,2001,长崎俊一,,日本,日语,8.2,327,
索拉里斯 Солярис,1968,Boris Nirenburg / Lidiya Ishimbayeva,剧情 / 科幻,苏联,俄语,8.2,303,
来不及道歉,1995,梁沪生 / 余纪,剧情,中国大陆,汉语普通话,8.2,319,
安藤忠雄：从虚空到无限 Tadao Ando: From Emptiness to Infinity,2013,馬修斯．佛利克 Mathias Frick,,德国,日语 / 德语,8.2,287,
"惊变世界 Vukovar, jedna priča",1994,博罗·德拉什科维奇,剧情 / 爱情 / 战争,南斯拉夫 / 美国 / 意大利,塞尔维亚语,8.2,308,
西部舞狂,1988,广春兰,喜剧 / 爱情 / 歌舞,中国大陆,普通话/国语,8.2,294,
机器人老爸 And You Thought Your Parents Were Weird,1991,Tony Cookson,喜剧 / 科幻 / 家庭,美国,英语,8.2,289,
伯父和孙女的爱情物语 ぱじ ～ジイジと孫娘の愛情物語,2013,阿部雄一,喜剧,日本,日语,8.2,262,
黑帮悍将 Bound by Honor,1993,泰勒·海克福德,剧情 / 动作 / 惊悚 / 犯罪,美国,阿拉伯语 / 英语 / 西班牙语,8.2,271,
WWE:皇家大战 2013 WWE Royal Rumble 2013,2013,,动作,美国,英语,8.2,212,
黑玫瑰,1965,楚原,剧情 / 动作 / 犯罪,中国香港,粤语,8.2,236,
耿嘎的故事 Gangaa Jamunaa Saraswathi,1988,Manmohan Desai,剧情 / 动作 / 爱情,印度,普通话/国语,8.2,226,
2015年CCTV网络春晚,2015,,音乐 / 歌舞 / 真人秀,中国大陆,汉语普通话,8.3,244,
乡间一月 A Month in the Country,1988,帕特·奥康纳,剧情,英国,英语,8.2,214,
牛女,2006,赵国华,剧情,中国大陆,汉语普通话,8.2,222,
电影 Yes! 光之美少女5 镜之国的奇迹大冒险! 映画 Yes!プリキュア5 鏡の国のミラクル大冒険!,2007,长峰达也,剧情 / 动画,日本,日语,8.2,208,
暮鼓晨钟,2007,潘镜丞,,中国大陆,汉语普通话,8.2,196,
口哨人生 La vida es silbar,1999,Fernando Pérez,剧情,古巴 / 西班牙,西班牙语,8.2,196,
驯火记 Укрощение огня,1972,达尼尔·赫拉布罗维茨基,剧情 / 传记 / 历史 / 战争,苏联,俄语,8.2,202,
星球大战未删剪版 Star Wars Uncut: Director's Cut,2012,Casey Pugh,动作 / 科幻,美国,英语,8.2,177,
爪哇安魂曲 Opera Jawa,2006,加林·努格罗,剧情 / 歌舞,印度尼西亚 / 奥地利,印度尼西亚语,8.2,195,
两亩地 Do Bigha Zamin,1953,比麦尔·洛伊,剧情,印度,北印度语,8.2,184,
旅鼠 レミング,1983,寺山修司,剧情,日本,日语,8.2,150,
海中探月 View from a Blue Moon,2015,Blake Vincent Kueny,动作,美国,英语,8.2,166,
风葬的童年 Le Dernier des Fous,2006,洛朗·阿夏尔,剧情 / 家庭 / 黑色电影,法国,法语,8.2,161,
正义联盟：灾星 Justice League: Starcrossed,2004,丹·瑞巴 / Butch Lukic,动作 / 科幻 / 动画 / 冒险,美国,英语,8.1,155,
高达 G之复国运动 剧场版IV 在激斗中呼唤爱 Gのレコンギスタ IV 激闘に叫ぶ愛,2022,富野由悠季,科幻 / 动画 / 战争,日本,日语,8.2,159,
全力反击 Resistance,2003,Todd Komarnicki,剧情,美国 / 荷兰,英语 / 法语 / 德语,8.2,167,
电影 光之美少女 Max Heart 2 雪空的朋友 映画 ふたりはプリキュア Max Heart 2 雪空のともだち,2005,志水淳儿,动画,日本,日语,8.2,151,
圣奎丁监狱 San Quentin,1937,劳埃德·培根,剧情 / 黑色电影,美国,英语,8.2,143,
我记得,2021,魏蔓,动画,日本,日语,8.2,118,
三夫当关 三夫當關,2019,邱若龙,真人秀,中国香港,粤语,8.1,113,
偶像大师 SideM 序章  Episode of Jupiter THE IDOLM@STER Prologue SideM -Episode of Jupiter-,2017,黑木美幸 / 原田孝宏,动画,日本,日语,8.2,119,
暗号：邻居小屁孩儿 Codename: Kids Next Door,2002,Tom Warburton,喜剧 / 动作 / 科幻 / 动画 / 儿童 / 冒险,USA / 美国,english / 英语,8.1,101,
明星残缘 This Can't Be Love,1995,Anthony Harvey,剧情,美国,English,8.2,98,
WWE：阶梯大战 WWE: The Ladder Match,2007,Kevin Dunn,动作,美国,英语,8.1,79,
随她而去 Tatt av kvinnen,2007,Petter Næss,剧情 / 喜剧 / 爱情,挪威,挪威语,8.2,82,
无事生非 Much Ado About Nothing,1984,Stuart Burge,,英国,英语,8.2,58,
CKY 3,2001,布兰登·狄卡米洛 / 班姆·玛吉瑞,喜剧 / 动作,美国,英语,8.0,49,
最忆是杭州,2016,张艺谋,歌舞 / 真人秀,中国大陆,汉语普通话,8.2,2405,
便当盒里的小秘密 Stanley Ka Dabba,2011,阿莫尔·古普特,剧情 / 喜剧 / 儿童,印度,印地语 / 英语 / 古吉拉特语,8.2,2305,
周六夜现场：囧瑟夫/戴夫·马休斯乐队 Saturday Night Live Joseph Gordon-Levitt/Dave Matthews Band,2009,,喜剧 / 音乐 / 真人秀,美国,英语,8.2,1612,
乞爱者 愛を乞うひと,1998,平山秀幸,剧情,日本,日语,8.2,1902,
巴伦 باران,2001,马基德·马基迪,剧情 / 爱情,伊朗,波斯语,8.2,1499,
穿长靴的猫 長靴をはいた猫,1969,矢吹公郎,喜剧 / 爱情 / 动画 / 家庭 / 奇幻 / 冒险,日本,日语,8.2,1272,
沙滩男孩 特别篇 ビーチボーイズ スペシャル,1998,石阪理江子,剧情,日本,日语,8.2,1332,
"小鱼历险记 Hjælp, jeg er en fisk",2000,施蒂芬·费德马克 / Michael Hegner / Greg Manwaring,剧情 / 喜剧 / 科幻 / 动画 / 家庭 / 奇幻 / 冒险,德国 / 爱尔兰 / 丹麦,英语 / 丹麦语,8.2,1247,
"罗辑思维""时间的朋友2015""跨年演讲",2015,罗振宇,脱口秀,中国大陆,汉语普通话,8.2,1278,
足球小将 欧洲大决战 キャプテン翼 ヨーロッパ大決戦,1985,光延博愛,动画 / 运动,日本,日语,8.2,825,
2019江苏卫视跨年演唱会,2018,,音乐 / 歌舞,中国大陆,汉语普通话,8.2,949,
栖霞寺1937,2004,郑方南,战争,中国大陆,汉语普通话,8.2,948,
鲁邦三世：被盗的鲁邦 模仿者是真夏之蝶 ルパン三世 盗まれたルパン 〜コピーキャットは真夏之蝶〜,2004,植田秀仁,喜剧 / 动作 / 动画 / 悬疑 / 犯罪,日本,日语,8.2,879,
钟楼怪人 The Hunchback,1997,彼得·梅达克,剧情,美国 / 加拿大,英语,8.2,724,
沙地传奇 The Sandlot,1993,大卫·M·埃文斯,剧情 / 喜剧 / 家庭 / 运动,美国,英语,8.2,814,
约瑟夫的神奇彩衣 Joseph and the Amazing Technicolor Dreamcoat,1999,戴维·马利特,歌舞,英国,英语,8.2,783,
饥饿 Sult,1966,卡尔森·亨宁,剧情,丹麦 / 挪威 / 瑞典,丹麦语,8.2,691,
小熊维尼:长鼻怪万圣节 Pooh's Heffalump Halloween Movie,2005,Saul Blinkoff / Elliot M. Bour,动画 / 家庭,美国,英语,8.2,658,
普契尼 歌剧电影《蝴蝶夫人》 Madama Butterfly,0,Jean-Pierre Ponnelle,,德国,Italian,8.2,590,
